esemeny_id;gep_azonosito;datum;kezdes_idopont;vege_idopont;idotartam_perc;tevekenyseg_kod;megjegyzes
3853;HA-ENY;2025.01.10;12:00:00;13:00:00;60,00;k;
3854;HA-ENY;2025.01.10;13:00:00;14:00:00;60,00;k;
3855;HA-ENY;2025.01.10;14:00:00;15:00:00;60,00;k;
3856;HA-ENY;2025.01.10;15:00:00;16:00:00;60,00;k;
3857;HA-ENY;2025.01.10;16:00:00;17:00:00;60,00;k;
3858;HA-ENY;2025.01.10;17:00:00;18:00:00;60,00;m;
3859;HA-ENY;2025.01.10;18:00:00;19:00:00;60,00;m;
3860;HA-ENY;2025.01.10;19:00:00;20:00:00;60,00;m;
3861;HA-ENY;2025.01.10;20:00:00;21:00:00;60,00;m;
3862;HA-ENY;2025.01.10;21:00:00;22:00:00;60,00;m;
3863;HA-ENY;2025.01.10;22:00:00;23:00:00;60,00;m;
3864;HA-ENY;2025.01.10;23:00:00;0:00:00;60,00;m;
3865;HA-ENY;2025.01.11;0:00:00;1:00:00;60,00;m;
3866;HA-ENY;2025.01.11;1:00:00;2:00:00;60,00;m;
3867;HA-ENY;2025.01.11;2:00:00;3:00:00;60,00;m;
3868;HA-ENY;2025.01.11;3:00:00;4:00:00;60,00;m;
3869;HA-ENY;2025.01.11;4:00:00;5:00:00;60,00;m;
3870;HA-ENY;2025.01.11;5:00:00;6:00:00;60,00;m;
3871;HA-ENY;2025.01.11;6:00:00;7:00:00;60,00;m;
3872;HA-ENY;2025.01.11;7:00:00;8:00:00;60,00;m;
3873;HA-ENY;2025.01.11;8:00:00;9:00:00;60,00;m;
3874;HA-ENY;2025.01.11;9:00:00;10:00:00;60,00;k;
3875;HA-ENY;2025.01.11;10:00:00;11:00:00;60,00;k;
3876;HA-ENY;2025.01.11;11:00:00;12:00:00;60,00;k;
3877;HA-ENY;2025.01.11;12:00:00;13:00:00;60,00;k;
3878;HA-ENY;2025.01.11;13:00:00;14:00:00;60,00;k;
3879;HA-ENY;2025.01.11;14:00:00;15:00:00;60,00;k;
3880;HA-ENY;2025.01.11;15:00:00;16:00:00;60,00;m;
3881;HA-ENY;2025.01.11;16:00:00;17:00:00;60,00;m;
3882;HA-ENY;2025.01.11;17:00:00;18:00:00;60,00;m;
3883;HA-ENY;2025.01.11;18:00:00;19:00:00;60,00;m;
3884;HA-ENY;2025.01.11;19:00:00;20:00:00;60,00;m;
3885;HA-ENY;2025.01.11;20:00:00;21:00:00;60,00;m;
3886;HA-ENY;2025.01.11;21:00:00;22:00:00;60,00;m;
3887;HA-ENY;2025.01.11;22:00:00;23:00:00;60,00;m;
3888;HA-ENY;2025.01.11;23:00:00;0:00:00;60,00;m;
3889;HA-ENY;2025.01.12;0:00:00;1:00:00;60,00;m;
3890;HA-ENY;2025.01.12;1:00:00;2:00:00;60,00;m;
3891;HA-ENY;2025.01.12;2:00:00;3:00:00;60,00;m;
3892;HA-ENY;2025.01.12;3:00:00;4:00:00;60,00;m;
3893;HA-ENY;2025.01.12;4:00:00;5:00:00;60,00;m;
3894;HA-ENY;2025.01.12;5:00:00;6:00:00;60,00;m;
3895;HA-ENY;2025.01.12;6:00:00;7:00:00;60,00;m;
3896;HA-ENY;2025.01.12;7:00:00;8:00:00;60,00;m;
3897;HA-ENY;2025.01.12;8:00:00;9:00:00;60,00;m;
3898;HA-ENY;2025.01.12;9:00:00;10:00:00;60,00;k;
3899;HA-ENY;2025.01.12;10:00:00;11:00:00;60,00;k;
3900;HA-ENY;2025.01.12;11:00:00;12:00:00;60,00;k;
3901;HA-ENY;2025.01.12;12:00:00;13:00:00;60,00;k;
3902;HA-ENY;2025.01.12;13:00:00;14:00:00;60,00;k;
3903;HA-ENY;2025.01.12;14:00:00;15:00:00;60,00;k;
3904;HA-ENY;2025.01.12;15:00:00;16:00:00;60,00;m;
3905;HA-ENY;2025.01.12;16:00:00;17:00:00;60,00;m;
3906;HA-ENY;2025.01.12;17:00:00;18:00:00;60,00;m;
3907;HA-ENY;2025.01.12;18:00:00;19:00:00;60,00;m;
3908;HA-ENY;2025.01.12;19:00:00;20:00:00;60,00;m;
3909;HA-ENY;2025.01.12;20:00:00;21:00:00;60,00;m;
3910;HA-ENY;2025.01.12;21:00:00;22:00:00;60,00;m;
3911;HA-ENY;2025.01.12;22:00:00;23:00:00;60,00;m;
3912;HA-ENY;2025.01.12;23:00:00;0:00:00;60,00;m;
3913;HA-ENY;2025.01.13;0:00:00;1:00:00;60,00;m;
3914;HA-ENY;2025.01.13;1:00:00;2:00:00;60,00;m;
3915;HA-ENY;2025.01.13;2:00:00;3:00:00;60,00;m;
3916;HA-ENY;2025.01.13;3:00:00;4:00:00;60,00;m;
3917;HA-ENY;2025.01.13;4:00:00;5:00:00;60,00;m;
3918;HA-ENY;2025.01.13;5:00:00;6:00:00;60,00;m;
3919;HA-ENY;2025.01.13;6:00:00;7:00:00;60,00;m;
3920;HA-ENY;2025.01.13;7:00:00;8:00:00;60,00;k;
3921;HA-ENY;2025.01.13;8:00:00;9:00:00;60,00;k;
3922;HA-ENY;2025.01.13;9:00:00;10:00:00;60,00;k;
3923;HA-ENY;2025.01.13;10:00:00;11:00:00;60,00;k;
3924;HA-ENY;2025.01.13;11:00:00;12:00:00;60,00;k;
3925;HA-ENY;2025.01.13;12:00:00;13:00:00;60,00;k;
3926;HA-ENY;2025.01.13;13:00:00;14:00:00;60,00;r;
3927;HA-ENY;2025.01.13;14:00:00;15:00:00;60,00;r;
3928;HA-ENY;2025.01.13;15:00:00;16:00:00;60,00;r;
3929;HA-ENY;2025.01.13;16:00:00;17:00:00;60,00;r;
3930;HA-ENY;2025.01.13;17:00:00;18:00:00;60,00;m;
3931;HA-ENY;2025.01.13;18:00:00;19:00:00;60,00;m;
3932;HA-ENY;2025.01.13;19:00:00;20:00:00;60,00;m;
3933;HA-ENY;2025.01.13;20:00:00;21:00:00;60,00;m;
3934;HA-ENY;2025.01.13;21:00:00;22:00:00;60,00;m;
3935;HA-ENY;2025.01.13;22:00:00;23:00:00;60,00;m;
3936;HA-ENY;2025.01.13;23:00:00;0:00:00;60,00;m;
3937;HA-ENY;2025.01.14;0:00:00;1:00:00;60,00;m;
3938;HA-ENY;2025.01.14;1:00:00;2:00:00;60,00;m;
3939;HA-ENY;2025.01.14;2:00:00;3:00:00;60,00;m;
3940;HA-ENY;2025.01.14;3:00:00;4:00:00;60,00;m;
3941;HA-ENY;2025.01.14;4:00:00;5:00:00;60,00;m;
3942;HA-ENY;2025.01.14;5:00:00;6:00:00;60,00;m;
3943;HA-ENY;2025.01.14;6:00:00;7:00:00;60,00;m;
3944;HA-ENY;2025.01.14;7:00:00;8:00:00;60,00;r;
3945;HA-ENY;2025.01.14;8:00:00;9:00:00;60,00;r;
3946;HA-ENY;2025.01.14;9:00:00;10:00:00;60,00;r;
3947;HA-ENY;2025.01.14;10:00:00;11:00:00;60,00;r;
3948;HA-ENY;2025.01.14;11:00:00;12:00:00;60,00;o;
3949;HA-ENY;2025.01.14;12:00:00;13:00:00;60,00;o;
3950;HA-ENY;2025.01.14;13:00:00;14:00:00;60,00;o;
3951;HA-ENY;2025.01.14;14:00:00;15:00:00;60,00;r;
3952;HA-ENY;2025.01.14;15:00:00;16:00:00;60,00;r;
3953;HA-ENY;2025.01.14;16:00:00;17:00:00;60,00;r;
3954;HA-ENY;2025.01.14;17:00:00;18:00:00;60,00;m;
3955;HA-ENY;2025.01.14;18:00:00;19:00:00;60,00;m;
3956;HA-ENY;2025.01.14;19:00:00;20:00:00;60,00;m;
3957;HA-ENY;2025.01.14;20:00:00;21:00:00;60,00;m;
3958;HA-ENY;2025.01.14;21:00:00;22:00:00;60,00;m;
3959;HA-ENY;2025.01.14;22:00:00;23:00:00;60,00;m;
3960;HA-ENY;2025.01.14;23:00:00;0:00:00;60,00;m;
3961;HA-ENY;2025.01.15;0:00:00;1:00:00;60,00;m;
3962;HA-ENY;2025.01.15;1:00:00;2:00:00;60,00;m;
3963;HA-ENY;2025.01.15;2:00:00;3:00:00;60,00;m;
3964;HA-ENY;2025.01.15;3:00:00;4:00:00;60,00;m;
3965;HA-ENY;2025.01.15;4:00:00;5:00:00;60,00;m;
3966;HA-ENY;2025.01.15;5:00:00;6:00:00;60,00;m;
3967;HA-ENY;2025.01.15;6:00:00;7:00:00;60,00;m;
3968;HA-ENY;2025.01.15;7:00:00;8:00:00;60,00;o;
3969;HA-ENY;2025.01.15;8:00:00;9:00:00;60,00;o;
3970;HA-ENY;2025.01.15;9:00:00;10:00:00;60,00;o;
3971;HA-ENY;2025.01.15;10:00:00;11:00:00;60,00;o;
3972;HA-ENY;2025.01.15;11:00:00;12:00:00;60,00;o;
3973;HA-ENY;2025.01.15;12:00:00;13:00:00;60,00;o;
3974;HA-ENY;2025.01.15;13:00:00;14:00:00;60,00;o;
3975;HA-ENY;2025.01.15;14:00:00;15:00:00;60,00;o;
3976;HA-ENY;2025.01.15;15:00:00;16:00:00;60,00;o;
3977;HA-ENY;2025.01.15;16:00:00;17:00:00;60,00;o;
3978;HA-ENY;2025.01.15;17:00:00;18:00:00;60,00;m;
3979;HA-ENY;2025.01.15;18:00:00;19:00:00;60,00;m;
3980;HA-ENY;2025.01.15;19:00:00;20:00:00;60,00;m;
3981;HA-ENY;2025.01.15;20:00:00;21:00:00;60,00;m;
3982;HA-ENY;2025.01.15;21:00:00;22:00:00;60,00;m;
3983;HA-ENY;2025.01.15;22:00:00;23:00:00;60,00;m;
3984;HA-ENY;2025.01.15;23:00:00;0:00:00;60,00;m;
3985;HA-ENY;2025.01.16;0:00:00;1:00:00;60,00;m;
3986;HA-ENY;2025.01.16;1:00:00;2:00:00;60,00;m;
3987;HA-ENY;2025.01.16;2:00:00;3:00:00;60,00;m;
3988;HA-ENY;2025.01.16;3:00:00;4:00:00;60,00;m;
3989;HA-ENY;2025.01.16;4:00:00;5:00:00;60,00;m;
3990;HA-ENY;2025.01.16;5:00:00;6:00:00;60,00;m;
3991;HA-ENY;2025.01.16;6:00:00;7:00:00;60,00;m;
3992;HA-ENY;2025.01.16;7:00:00;8:00:00;60,00;o;
3993;HA-ENY;2025.01.16;8:00:00;9:00:00;60,00;o;
3994;HA-ENY;2025.01.16;9:00:00;10:00:00;60,00;o;
3995;HA-ENY;2025.01.16;10:00:00;11:00:00;60,00;o;
3996;HA-ENY;2025.01.16;11:00:00;12:00:00;60,00;o;
3997;HA-ENY;2025.01.16;12:00:00;13:00:00;60,00;o;
3998;HA-ENY;2025.01.16;13:00:00;14:00:00;60,00;a;
3999;HA-ENY;2025.01.16;14:00:00;15:00:00;60,00;a;
4000;HA-ENY;2025.01.16;15:00:00;16:00:00;60,00;a;
4001;HA-ENY;2025.01.16;16:00:00;17:00:00;60,00;a;
4002;HA-ENY;2025.01.16;17:00:00;18:00:00;60,00;m;
4003;HA-ENY;2025.01.16;18:00:00;19:00:00;60,00;m;
4004;HA-ENY;2025.01.16;19:00:00;20:00:00;60,00;m;
4005;HA-ENY;2025.01.16;20:00:00;21:00:00;60,00;m;
4006;HA-ENY;2025.01.16;21:00:00;22:00:00;60,00;m;
4007;HA-ENY;2025.01.16;22:00:00;23:00:00;60,00;m;
4008;HA-ENY;2025.01.16;23:00:00;0:00:00;60,00;m;
4009;HA-ENY;2025.01.17;0:00:00;1:00:00;60,00;m;
4010;HA-ENY;2025.01.17;1:00:00;2:00:00;60,00;m;
4011;HA-ENY;2025.01.17;2:00:00;3:00:00;60,00;m;
4012;HA-ENY;2025.01.17;3:00:00;4:00:00;60,00;m;
4013;HA-ENY;2025.01.17;4:00:00;5:00:00;60,00;m;
4014;HA-ENY;2025.01.17;5:00:00;6:00:00;60,00;m;
4015;HA-ENY;2025.01.17;6:00:00;7:00:00;60,00;m;
4016;HA-ENY;2025.01.17;7:00:00;8:00:00;60,00;o;
4017;HA-ENY;2025.01.17;8:00:00;9:00:00;60,00;o;
4018;HA-ENY;2025.01.17;9:00:00;10:00:00;60,00;o;
4019;HA-ENY;2025.01.17;10:00:00;11:00:00;60,00;o;
4020;HA-ENY;2025.01.17;11:00:00;12:00:00;60,00;o;
4021;HA-ENY;2025.01.17;12:00:00;13:00:00;60,00;o;
4022;HA-ENY;2025.01.17;13:00:00;14:00:00;60,00;o;
4023;HA-ENY;2025.01.17;14:00:00;15:00:00;60,00;o;
4024;HA-ENY;2025.01.17;15:00:00;16:00:00;60,00;o;
4025;HA-ENY;2025.01.17;16:00:00;17:00:00;60,00;o;
4026;HA-ENY;2025.01.17;17:00:00;18:00:00;60,00;m;
4027;HA-ENY;2025.01.17;18:00:00;19:00:00;60,00;m;
4028;HA-ENY;2025.01.17;19:00:00;20:00:00;60,00;m;
4029;HA-ENY;2025.01.17;20:00:00;21:00:00;60,00;m;
4030;HA-ENY;2025.01.17;21:00:00;22:00:00;60,00;m;
4031;HA-ENY;2025.01.17;22:00:00;23:00:00;60,00;m;
4032;HA-ENY;2025.01.17;23:00:00;0:00:00;60,00;m;
4033;HA-ENY;2025.01.18;0:00:00;1:00:00;60,00;m;
4034;HA-ENY;2025.01.18;1:00:00;2:00:00;60,00;m;
4035;HA-ENY;2025.01.18;2:00:00;3:00:00;60,00;m;
4036;HA-ENY;2025.01.18;3:00:00;4:00:00;60,00;m;
4037;HA-ENY;2025.01.18;4:00:00;5:00:00;60,00;m;
4038;HA-ENY;2025.01.18;5:00:00;6:00:00;60,00;m;
4039;HA-ENY;2025.01.18;6:00:00;7:00:00;60,00;m;
4040;HA-ENY;2025.01.18;7:00:00;8:00:00;60,00;a;
4041;HA-ENY;2025.01.18;8:00:00;9:00:00;60,00;a;
4042;HA-ENY;2025.01.18;9:00:00;10:00:00;60,00;a;
4043;HA-ENY;2025.01.18;10:00:00;11:00:00;60,00;a;
4044;HA-ENY;2025.01.18;11:00:00;12:00:00;60,00;o;
4045;HA-ENY;2025.01.18;12:00:00;13:00:00;60,00;o;
4046;HA-ENY;2025.01.18;13:00:00;14:00:00;60,00;o;
4047;HA-ENY;2025.01.18;14:00:00;15:00:00;60,00;o;
4048;HA-ENY;2025.01.18;15:00:00;16:00:00;60,00;m;
4049;HA-ENY;2025.01.18;16:00:00;17:00:00;60,00;m;
4050;HA-ENY;2025.01.18;17:00:00;18:00:00;60,00;m;
4051;HA-ENY;2025.01.18;18:00:00;19:00:00;60,00;m;
4052;HA-ENY;2025.01.18;19:00:00;20:00:00;60,00;m;
4053;HA-ENY;2025.01.18;20:00:00;21:00:00;60,00;m;
4054;HA-ENY;2025.01.18;21:00:00;22:00:00;60,00;m;
4055;HA-ENY;2025.01.18;22:00:00;23:00:00;60,00;m;
4056;HA-ENY;2025.01.18;23:00:00;0:00:00;60,00;m;
4057;HA-ENY;2025.01.19;0:00:00;1:00:00;60,00;m;
4058;HA-ENY;2025.01.19;1:00:00;2:00:00;60,00;m;
4059;HA-ENY;2025.01.19;2:00:00;3:00:00;60,00;m;
4060;HA-ENY;2025.01.19;3:00:00;4:00:00;60,00;m;
4061;HA-ENY;2025.01.19;4:00:00;5:00:00;60,00;m;
4062;HA-ENY;2025.01.19;5:00:00;6:00:00;60,00;m;
4063;HA-ENY;2025.01.19;6:00:00;7:00:00;60,00;m;
4064;HA-ENY;2025.01.19;7:00:00;8:00:00;60,00;m;
4065;HA-ENY;2025.01.19;8:00:00;9:00:00;60,00;m;
4066;HA-ENY;2025.01.19;9:00:00;10:00:00;60,00;o;
4067;HA-ENY;2025.01.19;10:00:00;11:00:00;60,00;o;
4068;HA-ENY;2025.01.19;11:00:00;12:00:00;60,00;o;
4069;HA-ENY;2025.01.19;12:00:00;13:00:00;60,00;o;
4070;HA-ENY;2025.01.19;13:00:00;14:00:00;60,00;o;
4071;HA-ENY;2025.01.19;14:00:00;15:00:00;60,00;o;
4072;HA-ENY;2025.01.19;15:00:00;16:00:00;60,00;m;
4073;HA-ENY;2025.01.19;16:00:00;17:00:00;60,00;m;
4074;HA-ENY;2025.01.19;17:00:00;18:00:00;60,00;m;
4075;HA-ENY;2025.01.19;18:00:00;19:00:00;60,00;m;
4076;HA-ENY;2025.01.19;19:00:00;20:00:00;60,00;m;
4077;HA-ENY;2025.01.19;20:00:00;21:00:00;60,00;m;
4078;HA-ENY;2025.01.19;21:00:00;22:00:00;60,00;m;
4079;HA-ENY;2025.01.19;22:00:00;23:00:00;60,00;m;
4080;HA-ENY;2025.01.19;23:00:00;0:00:00;60,00;m;
4081;HA-ENY;2025.01.20;0:00:00;1:00:00;60,00;m;
4082;HA-ENY;2025.01.20;1:00:00;2:00:00;60,00;m;
4083;HA-ENY;2025.01.20;2:00:00;3:00:00;60,00;m;
4084;HA-ENY;2025.01.20;3:00:00;4:00:00;60,00;m;
4085;HA-ENY;2025.01.20;4:00:00;5:00:00;60,00;m;
4086;HA-ENY;2025.01.20;5:00:00;6:00:00;60,00;m;
4087;HA-ENY;2025.01.20;6:00:00;7:00:00;60,00;m;
4088;HA-ENY;2025.01.20;7:00:00;8:00:00;60,00;o;
4089;HA-ENY;2025.01.20;8:00:00;9:00:00;60,00;o;
4090;HA-ENY;2025.01.20;9:00:00;10:00:00;60,00;a;
4091;HA-ENY;2025.01.20;10:00:00;11:00:00;60,00;a;
4092;HA-ENY;2025.01.20;11:00:00;12:00:00;60,00;a;
4093;HA-ENY;2025.01.20;12:00:00;13:00:00;60,00;a;
4094;HA-ENY;2025.01.20;13:00:00;14:00:00;60,00;o;
4095;HA-ENY;2025.01.20;14:00:00;15:00:00;60,00;o;
4096;HA-ENY;2025.01.20;15:00:00;16:00:00;60,00;o;
4097;HA-ENY;2025.01.20;16:00:00;17:00:00;60,00;o;
4098;HA-ENY;2025.01.20;17:00:00;18:00:00;60,00;m;
4099;HA-ENY;2025.01.20;18:00:00;19:00:00;60,00;m;
4100;HA-ENY;2025.01.20;19:00:00;20:00:00;60,00;m;
4101;HA-ENY;2025.01.20;20:00:00;21:00:00;60,00;m;
4102;HA-ENY;2025.01.20;21:00:00;22:00:00;60,00;m;
4103;HA-ENY;2025.01.20;22:00:00;23:00:00;60,00;m;
4104;HA-ENY;2025.01.20;23:00:00;0:00:00;60,00;m;
4105;HA-ENY;2025.01.21;0:00:00;1:00:00;60,00;m;
4106;HA-ENY;2025.01.21;1:00:00;2:00:00;60,00;m;
4107;HA-ENY;2025.01.21;2:00:00;3:00:00;60,00;m;
4108;HA-ENY;2025.01.21;3:00:00;4:00:00;60,00;m;
4109;HA-ENY;2025.01.21;4:00:00;5:00:00;60,00;m;
4110;HA-ENY;2025.01.21;5:00:00;6:00:00;60,00;m;
4111;HA-ENY;2025.01.21;6:00:00;7:00:00;60,00;m;
4112;HA-ENY;2025.01.21;7:00:00;8:00:00;60,00;a;
4113;HA-ENY;2025.01.21;8:00:00;9:00:00;60,00;a;
4114;HA-ENY;2025.01.21;9:00:00;10:00:00;60,00;a;
4115;HA-ENY;2025.01.21;10:00:00;11:00:00;60,00;a;
4116;HA-ENY;2025.01.21;11:00:00;12:00:00;60,00;cs;
4117;HA-ENY;2025.01.21;12:00:00;13:00:00;60,00;a;
4118;HA-ENY;2025.01.21;13:00:00;14:00:00;60,00;a;
4119;HA-ENY;2025.01.21;14:00:00;15:00:00;60,00;a;
4120;HA-ENY;2025.01.21;15:00:00;16:00:00;60,00;a;
4121;HA-ENY;2025.01.21;16:00:00;17:00:00;60,00;dh;
4122;HA-ENY;2025.01.21;17:00:00;18:00:00;60,00;m;
4123;HA-ENY;2025.01.21;18:00:00;19:00:00;60,00;m;
4124;HA-ENY;2025.01.21;19:00:00;20:00:00;60,00;m;
4125;HA-ENY;2025.01.21;20:00:00;21:00:00;60,00;m;
4126;HA-ENY;2025.01.21;21:00:00;22:00:00;60,00;m;
4127;HA-ENY;2025.01.21;22:00:00;23:00:00;60,00;m;
4128;HA-ENY;2025.01.21;23:00:00;0:00:00;60,00;m;
4129;HA-ENY;2025.01.22;0:00:00;1:00:00;60,00;m;
4130;HA-ENY;2025.01.22;1:00:00;2:00:00;60,00;m;
4131;HA-ENY;2025.01.22;2:00:00;3:00:00;60,00;m;
4132;HA-ENY;2025.01.22;3:00:00;4:00:00;60,00;m;
4133;HA-ENY;2025.01.22;4:00:00;5:00:00;60,00;m;
4134;HA-ENY;2025.01.22;5:00:00;6:00:00;60,00;m;
4135;HA-ENY;2025.01.22;6:00:00;7:00:00;60,00;m;
4136;HA-ENY;2025.01.22;7:00:00;8:00:00;60,00;dh;
4137;HA-ENY;2025.01.22;8:00:00;9:00:00;60,00;dh;
4138;HA-ENY;2025.01.22;9:00:00;10:00:00;60,00;a;
4139;HA-ENY;2025.01.22;10:00:00;11:00:00;60,00;a;
4140;HA-ENY;2025.01.22;11:00:00;12:00:00;60,00;cs;
4141;HA-ENY;2025.01.22;12:00:00;13:00:00;60,00;a;
4142;HA-ENY;2025.01.22;13:00:00;14:00:00;60,00;a;
4143;HA-ENY;2025.01.22;14:00:00;15:00:00;60,00;dh;
4144;HA-ENY;2025.01.22;15:00:00;16:00:00;60,00;dh;
4145;HA-ENY;2025.01.22;16:00:00;17:00:00;60,00;dh;
4146;HA-ENY;2025.01.22;17:00:00;18:00:00;60,00;m;
4147;HA-ENY;2025.01.22;18:00:00;19:00:00;60,00;m;
4148;HA-ENY;2025.01.22;19:00:00;20:00:00;60,00;m;
4149;HA-ENY;2025.01.22;20:00:00;21:00:00;60,00;m;
4150;HA-ENY;2025.01.22;21:00:00;22:00:00;60,00;m;
4151;HA-ENY;2025.01.22;22:00:00;23:00:00;60,00;m;
4152;HA-ENY;2025.01.22;23:00:00;0:00:00;60,00;m;
4153;HA-ENY;2025.01.23;0:00:00;1:00:00;60,00;m;
4154;HA-ENY;2025.01.23;1:00:00;2:00:00;60,00;m;
4155;HA-ENY;2025.01.23;2:00:00;3:00:00;60,00;m;
4156;HA-ENY;2025.01.23;3:00:00;4:00:00;60,00;m;
4157;HA-ENY;2025.01.23;4:00:00;5:00:00;60,00;m;
4158;HA-ENY;2025.01.23;5:00:00;6:00:00;60,00;m;
4159;HA-ENY;2025.01.23;6:00:00;7:00:00;60,00;m;
4160;HA-ENY;2025.01.23;7:00:00;8:00:00;60,00;a;
4161;HA-ENY;2025.01.23;8:00:00;9:00:00;60,00;a;
4162;HA-ENY;2025.01.23;9:00:00;10:00:00;60,00;a;
4163;HA-ENY;2025.01.23;10:00:00;11:00:00;60,00;a;
4164;HA-ENY;2025.01.23;11:00:00;12:00:00;60,00;cs;
4165;HA-ENY;2025.01.23;12:00:00;13:00:00;60,00;a;
4166;HA-ENY;2025.01.23;13:00:00;14:00:00;60,00;a;
4167;HA-ENY;2025.01.23;14:00:00;15:00:00;60,00;a;
4168;HA-ENY;2025.01.23;15:00:00;16:00:00;60,00;a;
4169;HA-ENY;2025.01.23;16:00:00;17:00:00;60,00;dh;
4170;HA-ENY;2025.01.23;17:00:00;18:00:00;60,00;m;
4171;HA-ENY;2025.01.23;18:00:00;19:00:00;60,00;m;
4172;HA-ENY;2025.01.23;19:00:00;20:00:00;60,00;m;
4173;HA-ENY;2025.01.23;20:00:00;21:00:00;60,00;m;
4174;HA-ENY;2025.01.23;21:00:00;22:00:00;60,00;m;
4175;HA-ENY;2025.01.23;22:00:00;23:00:00;60,00;m;
4176;HA-ENY;2025.01.23;23:00:00;0:00:00;60,00;m;
4177;HA-ENY;2025.01.24;0:00:00;1:00:00;60,00;m;
4178;HA-ENY;2025.01.24;1:00:00;2:00:00;60,00;m;
4179;HA-ENY;2025.01.24;2:00:00;3:00:00;60,00;m;
4180;HA-ENY;2025.01.24;3:00:00;4:00:00;60,00;m;
4181;HA-ENY;2025.01.24;4:00:00;5:00:00;60,00;m;
4182;HA-ENY;2025.01.24;5:00:00;6:00:00;60,00;m;
4183;HA-ENY;2025.01.24;6:00:00;7:00:00;60,00;m;
4184;HA-ENY;2025.01.24;7:00:00;8:00:00;60,00;a;
4185;HA-ENY;2025.01.24;8:00:00;9:00:00;60,00;a;
4186;HA-ENY;2025.01.24;9:00:00;10:00:00;60,00;a;
4187;HA-ENY;2025.01.24;10:00:00;11:00:00;60,00;a;
4188;HA-ENY;2025.01.24;11:00:00;12:00:00;60,00;o;
4189;HA-ENY;2025.01.24;12:00:00;13:00:00;60,00;o;
4190;HA-ENY;2025.01.24;13:00:00;14:00:00;60,00;o;
4191;HA-ENY;2025.01.24;14:00:00;15:00:00;60,00;o;
4192;HA-ENY;2025.01.24;15:00:00;16:00:00;60,00;o;
4193;HA-ENY;2025.01.24;16:00:00;17:00:00;60,00;o;
4194;HA-ENY;2025.01.24;17:00:00;18:00:00;60,00;m;
4195;HA-ENY;2025.01.24;18:00:00;19:00:00;60,00;m;
4196;HA-ENY;2025.01.24;19:00:00;20:00:00;60,00;m;
4197;HA-ENY;2025.01.24;20:00:00;21:00:00;60,00;m;
4198;HA-ENY;2025.01.24;21:00:00;22:00:00;60,00;m;
4199;HA-ENY;2025.01.24;22:00:00;23:00:00;60,00;m;
4200;HA-ENY;2025.01.24;23:00:00;0:00:00;60,00;m;
4201;HA-ENY;2025.01.25;0:00:00;1:00:00;60,00;m;
4202;HA-ENY;2025.01.25;1:00:00;2:00:00;60,00;m;
4203;HA-ENY;2025.01.25;2:00:00;3:00:00;60,00;m;
4204;HA-ENY;2025.01.25;3:00:00;4:00:00;60,00;m;
4205;HA-ENY;2025.01.25;4:00:00;5:00:00;60,00;m;
4206;HA-ENY;2025.01.25;5:00:00;6:00:00;60,00;m;
4207;HA-ENY;2025.01.25;6:00:00;7:00:00;60,00;m;
4208;HA-ENY;2025.01.25;7:00:00;8:00:00;60,00;m;
4209;HA-ENY;2025.01.25;8:00:00;9:00:00;60,00;m;
4210;HA-ENY;2025.01.25;9:00:00;10:00:00;60,00;r;
4211;HA-ENY;2025.01.25;10:00:00;11:00:00;60,00;r;
4212;HA-ENY;2025.01.25;11:00:00;12:00:00;60,00;r;
4213;HA-ENY;2025.01.25;12:00:00;13:00:00;60,00;r;
4214;HA-ENY;2025.01.25;13:00:00;14:00:00;60,00;o;
4215;HA-ENY;2025.01.25;14:00:00;15:00:00;60,00;o;
4216;HA-ENY;2025.01.25;15:00:00;16:00:00;60,00;m;
4217;HA-ENY;2025.01.25;16:00:00;17:00:00;60,00;m;
4218;HA-ENY;2025.01.25;17:00:00;18:00:00;60,00;m;
4219;HA-ENY;2025.01.25;18:00:00;19:00:00;60,00;m;
4220;HA-ENY;2025.01.25;19:00:00;20:00:00;60,00;m;
4221;HA-ENY;2025.01.25;20:00:00;21:00:00;60,00;m;
4222;HA-ENY;2025.01.25;21:00:00;22:00:00;60,00;m;
4223;HA-ENY;2025.01.25;22:00:00;23:00:00;60,00;m;
4224;HA-ENY;2025.01.25;23:00:00;0:00:00;60,00;m;
4225;HA-ENY;2025.01.26;0:00:00;1:00:00;60,00;m;
4226;HA-ENY;2025.01.26;1:00:00;2:00:00;60,00;m;
4227;HA-ENY;2025.01.26;2:00:00;3:00:00;60,00;m;
4228;HA-ENY;2025.01.26;3:00:00;4:00:00;60,00;m;
4229;HA-ENY;2025.01.26;4:00:00;5:00:00;60,00;m;
4230;HA-ENY;2025.01.26;5:00:00;6:00:00;60,00;m;
4231;HA-ENY;2025.01.26;6:00:00;7:00:00;60,00;m;
4232;HA-ENY;2025.01.26;7:00:00;8:00:00;60,00;m;
4233;HA-ENY;2025.01.26;8:00:00;9:00:00;60,00;m;
4234;HA-ENY;2025.01.26;9:00:00;10:00:00;60,00;o;
4235;HA-ENY;2025.01.26;10:00:00;11:00:00;60,00;o;
4236;HA-ENY;2025.01.26;11:00:00;12:00:00;60,00;o;
4237;HA-ENY;2025.01.26;12:00:00;13:00:00;60,00;o;
4238;HA-ENY;2025.01.26;13:00:00;14:00:00;60,00;o;
